Date,Transaction Type,No.,Name,Memo/Description,Account,Debit,Credit,Balance
16/12/2019,Expense,,,ANZ M-BANKING FUNDS TFER                TRANSFER 476534  TO  013313349671157,Loan to McLaren Williams Family,600.00  ,,"-11,989.82  "
17/12/2019,Transfer,,,,Loan to McLaren Williams Family,300.00  ,,"-11,689.82  "
20/12/2019,Transfer,,,,Loan to McLaren Williams Family,430.00  ,,"-11,259.82  "
29/12/2019,Journal Entry,38,,,Loan to McLaren Williams Family,14.99  ,,"-11,244.83  "
30/12/2019,Transfer,,,,Loan to McLaren Williams Family,610.00  ,,"-10,634.83  "
07/01/2020,Transfer,,,,Loan to McLaren Williams Family,560.00  ,,"-10,074.83  "
09/01/2020,Transfer,,,,Loan to McLaren Williams Family,,50.00  ,"-10,124.83  "
18/03/2020,Transfer,,,,Loan to McLaren Williams Family,"1,100.00  ",,"-9,024.83  "
20/03/2020,Transfer,,,,Loan to McLaren Williams Family,,"199,980.00  ","-209,004.83  "
20/03/2020,Transfer,,,,Loan to McLaren Williams Family,400.00  ,,"-208,604.83  "
23/03/2020,Transfer,,,,Loan to McLaren Williams Family,,"50,000.00  ","-258,604.83  "
31/03/2020,Transfer,,,,Loan to McLaren Williams Family,,300.00  ,"-258,904.83  "
31/03/2020,Transfer,,,,Loan to McLaren Williams Family,600.00  ,,"-258,304.83  "
09/04/2020,Transfer,,,,Loan to McLaren Williams Family,600.00  ,,"-257,704.83  "
28/04/2020,Journal Entry,42,,,Loan to McLaren Williams Family,"10,000.00  ",,"-247,704.83  "
17/06/2020,Transfer,,,,Loan to McLaren Williams Family,950.00  ,,"-246,754.83  "
22/06/2020,Transfer,,,,Loan to McLaren Williams Family,400.00  ,,"-246,354.83  "
01/07/2020,Transfer,,,,Loan to McLaren Williams Family,"50,000.00  ",,"-196,354.83  "
02/07/2020,Transfer,,,,Loan to McLaren Williams Family,"44,890.00  ",,"-151,464.83  "
07/07/2020,Transfer,,,,Loan to McLaren Williams Family,950.00  ,,"-150,514.83  "
24/08/2020,Transfer,,,,Loan to McLaren Williams Family,"50,000.00  ",,"-100,514.83  "
25/08/2020,Transfer,,,,Loan to McLaren Williams Family,"50,000.00  ",,"-50,514.83  "
26/08/2020,Transfer,,,,Loan to McLaren Williams Family,"50,000.00  ",,-514.83  
16/09/2020,Transfer,,,,Loan to McLaren Williams Family,700.00  ,,185.17  
21/09/2020,Transfer,,,,Loan to McLaren Williams Family,600.00  ,,785.17  
30/09/2020,Transfer,,,,Loan to McLaren Williams Family,500.00  ,,"1,285.17  "
07/10/2020,Transfer,,,,Loan to McLaren Williams Family,500.00  ,,"1,785.17  "
15/10/2020,Transfer,,,,Loan to McLaren Williams Family,150.00  ,,"1,935.17  "
18/12/2020,Expense,,,ANZ INTERNET BANKING PAYMENT 775170     TO Jacqueline McLaren,Loan to McLaren Williams Family,900.00  ,,"2,835.17  "
21/12/2020,Transfer,,,,Loan to McLaren Williams Family,100.00  ,,"2,935.17  "
05/01/2021,Transfer,,,,Loan to McLaren Williams Family,760.00  ,,"3,695.17  "
12/04/2021,Transfer,,,,Loan to McLaren Williams Family,400.00  ,,"4,095.17  "
18/06/2021,Transfer,,,,Loan to McLaren Williams Family,,"4,095.17  ",0.00  
30/06/2021,Journal Entry,68,,Fully Franked Dividend to McLaren Williams Family Trust,Loan to McLaren Williams Family,,"10,000.00  ","-10,000.00  "
08/07/2021,Transfer,,,,Loan to McLaren Williams Family,"2,500.00  ",,"-7,500.00  "
08/07/2021,Transfer,,,,Loan to McLaren Williams Family,"4,000.00  ",,"-3,500.00  "
16/07/2021,Transfer,,,,Loan to McLaren Williams Family,"1,400.00  ",,"-2,100.00  "
30/07/2021,Transfer,,,,Loan to McLaren Williams Family,,20.00  ,"-2,120.00  "
08/09/2021,Transfer,,,,Loan to McLaren Williams Family,,100.00  ,"-2,220.00  "
29/09/2021,Transfer,,,,Loan to McLaren Williams Family,"1,700.00  ",,-520.00  
01/10/2021,Transfer,,,,Loan to McLaren Williams Family,,"20,000.00  ","-20,520.00  "
03/10/2021,Transfer,,,,Loan to McLaren Williams Family,,"20,000.00  ","-40,520.00  "
06/10/2021,Transfer,,,,Loan to McLaren Williams Family,,"10,000.00  ","-50,520.00  "
22/11/2021,Transfer,,,,Loan to McLaren Williams Family,"2,700.00  ",,"-47,820.00  "
25/11/2021,Transfer,,,,Loan to McLaren Williams Family,"50,000.00  ",,"2,180.00  "
30/11/2021,Transfer,,,,Loan to McLaren Williams Family,,"1,200.00  ",980.00  
30/11/2021,Transfer,,,,Loan to McLaren Williams Family,,"4,800.00  ","-3,820.00  "
03/12/2021,Transfer,,,,Loan to McLaren Williams Family,,"6,000.00  ","-9,820.00  "
22/12/2021,Transfer,,,,Loan to McLaren Williams Family,"1,050.00  ",,"-8,770.00  "
22/12/2021,Transfer,,,,Loan to McLaren Williams Family,250.00  ,,"-8,520.00  "
05/02/2022,Transfer,,,,Loan to McLaren Williams Family,"6,000.00  ",,"-2,520.00  "
05/02/2022,Transfer,,,ASIC Payment for McLaren Williams Pty Ltd,Loan to McLaren Williams Family,276.00  ,,"-2,244.00  "
11/04/2022,Transfer,,,,Loan to McLaren Williams Family,"1,000.00  ",,"-1,244.00  "
13/04/2022,Transfer,,,,Loan to McLaren Williams Family,"5,000.00  ",,"3,756.00  "
18/05/2022,Deposit,,,PAYMENT FROM MCLAREN WILLIAMS PTY LTD IT,Loan to McLaren Williams Family,,"1,600.00  ","2,156.00  "
19/05/2022,Transfer,,,,Loan to McLaren Williams Family,,"4,000.00  ","-1,844.00  "
15/06/2022,Transfer,,,,Loan to McLaren Williams Family,,"14,600.00  ","-16,444.00  "
22/06/2022,Expense,,Cambel Cass (Melbourne),,Loan to McLaren Williams Family,,291.50  ,"-16,735.50  "
30/06/2022,Journal Entry,80,,,Loan to McLaren Williams Family,,"4,200.00  ","-20,935.50  "
26/09/2022,Transfer,,,,Loan to McLaren Williams Family,"1,000.00  ",,"-19,935.50  "
29/09/2022,Transfer,,,,Loan to McLaren Williams Family,250.00  ,,"-19,685.50  "
03/10/2022,Transfer,,,,Loan to McLaren Williams Family,"2,000.00  ",,"-17,685.50  "
03/10/2022,Transfer,,,,Loan to McLaren Williams Family,200.00  ,,"-17,485.50  "
02/12/2022,Transfer,,,,Loan to McLaren Williams Family,500.00  ,,"-16,985.50  "
20/12/2022,Transfer,,,,Loan to McLaren Williams Family,"3,500.00  ",,"-13,485.50  "
